State,Industry,Measure,Year,Pivot Field Values
Maine,Rail transportation,     Business Establishments,2022,1
Maine,Rail transportation,Transportation Employees,2022,0
Maryland,Rail transportation,     Annual Payroll (thousands),2022,1569
Maryland,Rail transportation,     Business Establishments,2022,6
Maryland,Rail transportation,Transportation Employees,2022,18
Michigan,Rail transportation,     Annual Payroll (thousands),2022,0
Michigan,Rail transportation,     Business Establishments,2022,1
Michigan,Rail transportation,Transportation Employees,2022,0
Minnesota,Rail transportation,     Annual Payroll (thousands),2022,2151
Minnesota,Rail transportation,     Business Establishments,2022,12
Minnesota,Rail transportation,Transportation Employees,2022,41
Mississippi,Rail transportation,     Annual Payroll (thousands),2022,0
Mississippi,Rail transportation,     Business Establishments,2022,1
Mississippi,Rail transportation,Transportation Employees,2022,0
Missouri,Rail transportation,     Annual Payroll (thousands),2022,0
Missouri,Rail transportation,     Business Establishments,2022,3
Missouri,Rail transportation,Transportation Employees,2022,0
Nebraska,Rail transportation,     Annual Payroll (thousands),2022,0
Nebraska,Rail transportation,     Business Establishments,2022,1
Nebraska,Rail transportation,Transportation Employees,2022,0
New Jersey,Rail transportation,     Annual Payroll (thousands),2022,3663
New Jersey,Rail transportation,     Business Establishments,2022,6
New Jersey,Rail transportation,Transportation Employees,2022,42
New Mexico,Rail transportation,     Annual Payroll (thousands),2022,0
New Mexico,Rail transportation,     Business Establishments,2022,2
New Mexico,Rail transportation,Transportation Employees,2022,0
New York,Rail transportation,     Annual Payroll (thousands),2022,0
New York,Rail transportation,     Business Establishments,2022,2
New York,Rail transportation,Transportation Employees,2022,0
Ohio,Rail transportation,     Annual Payroll (thousands),2022,3099
Ohio,Rail transportation,     Business Establishments,2022,12
Ohio,Rail transportation,Transportation Employees,2022,23
Oregon,Rail transportation,     Annual Payroll (thousands),2022,0
Oregon,Rail transportation,     Business Establishments,2022,2
Oregon,Rail transportation,Transportation Employees,2022,0
Rhode Island,Rail transportation,     Annual Payroll (thousands),2022,0
Rhode Island,Rail transportation,     Business Establishments,2022,1
Rhode Island,Rail transportation,Transportation Employees,2022,0
South Carolina,Rail transportation,     Annual Payroll (thousands),2022,1147
South Carolina,Rail transportation,     Business Establishments,2022,10
South Carolina,Rail transportation,Transportation Employees,2022,28
Tennessee,Rail transportation,     Annual Payroll (thousands),2022,229
Tennessee,Rail transportation,     Business Establishments,2022,3
Tennessee,Rail transportation,Transportation Employees,2022,5
Texas,Rail transportation,     Annual Payroll (thousands),2022,2915
Texas,Rail transportation,     Business Establishments,2022,11
Texas,Rail transportation,Transportation Employees,2022,50
Virginia,Rail transportation,     Annual Payroll (thousands),2022,0
Virginia,Rail transportation,     Business Establishments,2022,2
Virginia,Rail transportation,Transportation Employees,2022,0
Washington,Rail transportation,     Annual Payroll (thousands),2022,0
Washington,Rail transportation,     Business Establishments,2022,2
Washington,Rail transportation,Transportation Employees,2022,0
West Virginia,Rail transportation,     Annual Payroll (thousands),2022,0
West Virginia,Rail transportation,     Business Establishments,2022,3
West Virginia,Rail transportation,Transportation Employees,2022,0
Alabama,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,3247
Alabama,Scenic and sightseeing transportation,     Business Establishments,2022,49
Alabama,Scenic and sightseeing transportation,Transportation Employees,2022,81
Alaska,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,94272
Alaska,Scenic and sightseeing transportation,     Business Establishments,2022,206
Alaska,Scenic and sightseeing transportation,Transportation Employees,2022,1767
Arizona,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,22394
Arizona,Scenic and sightseeing transportation,     Business Establishments,2022,48
Arizona,Scenic and sightseeing transportation,Transportation Employees,2022,600
Arkansas,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,0
Arkansas,Scenic and sightseeing transportation,     Business Establishments,2022,5
Arkansas,Scenic and sightseeing transportation,Transportation Employees,2022,0
California,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,216917
California,Scenic and sightseeing transportation,     Business Establishments,2022,402
California,Scenic and sightseeing transportation,Transportation Employees,2022,4004
Colorado,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,26814
Colorado,Scenic and sightseeing transportation,     Business Establishments,2022,42
Colorado,Scenic and sightseeing transportation,Transportation Employees,2022,691
Connecticut,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,0
Connecticut,Scenic and sightseeing transportation,     Business Establishments,2022,19
Connecticut,Scenic and sightseeing transportation,Transportation Employees,2022,0
Delaware,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,0
Delaware,Scenic and sightseeing transportation,     Business Establishments,2022,7
Delaware,Scenic and sightseeing transportation,Transportation Employees,2022,0
District of Columbia,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,13900
District of Columbia,Scenic and sightseeing transportation,     Business Establishments,2022,12
District of Columbia,Scenic and sightseeing transportation,Transportation Employees,2022,350
Florida,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,133880
Florida,Scenic and sightseeing transportation,     Business Establishments,2022,812
Florida,Scenic and sightseeing transportation,Transportation Employees,2022,3182
Georgia,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,15380
Georgia,Scenic and sightseeing transportation,     Business Establishments,2022,36
Georgia,Scenic and sightseeing transportation,Transportation Employees,2022,493
Hawaii,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,169706
Hawaii,Scenic and sightseeing transportation,     Business Establishments,2022,282
Hawaii,Scenic and sightseeing transportation,Transportation Employees,2022,3679
Idaho,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,2585
Idaho,Scenic and sightseeing transportation,     Business Establishments,2022,21
Idaho,Scenic and sightseeing transportation,Transportation Employees,2022,80
Illinois,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,33534
Illinois,Scenic and sightseeing transportation,     Business Establishments,2022,48
Illinois,Scenic and sightseeing transportation,Transportation Employees,2022,715
Indiana,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,31238
Indiana,Scenic and sightseeing transportation,     Business Establishments,2022,17
Indiana,Scenic and sightseeing transportation,Transportation Employees,2022,487
Iowa,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,1899
Iowa,Scenic and sightseeing transportation,     Business Establishments,2022,11
Iowa,Scenic and sightseeing transportation,Transportation Employees,2022,67
Kansas,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,94
Kansas,Scenic and sightseeing transportation,     Business Establishments,2022,3
Kansas,Scenic and sightseeing transportation,Transportation Employees,2022,4
Kentucky,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,3761
Kentucky,Scenic and sightseeing transportation,     Business Establishments,2022,13
Kentucky,Scenic and sightseeing transportation,Transportation Employees,2022,146
Louisiana,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,26267
Louisiana,Scenic and sightseeing transportation,     Business Establishments,2022,70
Louisiana,Scenic and sightseeing transportation,Transportation Employees,2022,601
Maine,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,13094
Maine,Scenic and sightseeing transportation,     Business Establishments,2022,71
Maine,Scenic and sightseeing transportation,Transportation Employees,2022,374
Maryland,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,13331
Maryland,Scenic and sightseeing transportation,     Business Establishments,2022,36
Maryland,Scenic and sightseeing transportation,Transportation Employees,2022,380
Massachusetts,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,52278
Massachusetts,Scenic and sightseeing transportation,     Business Establishments,2022,104
Massachusetts,Scenic and sightseeing transportation,Transportation Employees,2022,1211
Michigan,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,0
Michigan,Scenic and sightseeing transportation,     Business Establishments,2022,73
Michigan,Scenic and sightseeing transportation,Transportation Employees,2022,0
Minnesota,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,3484
Minnesota,Scenic and sightseeing transportation,     Business Establishments,2022,24
Minnesota,Scenic and sightseeing transportation,Transportation Employees,2022,136
Mississippi,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,0
Mississippi,Scenic and sightseeing transportation,     Business Establishments,2022,15
Mississippi,Scenic and sightseeing transportation,Transportation Employees,2022,0
Missouri,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,9837
Missouri,Scenic and sightseeing transportation,     Business Establishments,2022,32
Missouri,Scenic and sightseeing transportation,Transportation Employees,2022,337
Montana,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,3161
Montana,Scenic and sightseeing transportation,     Business Establishments,2022,18
Montana,Scenic and sightseeing transportation,Transportation Employees,2022,89
Nebraska,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,0
Nebraska,Scenic and sightseeing transportation,     Business Establishments,2022,5
Nebraska,Scenic and sightseeing transportation,Transportation Employees,2022,0
Nevada,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,39993
Nevada,Scenic and sightseeing transportation,     Business Establishments,2022,40
Nevada,Scenic and sightseeing transportation,Transportation Employees,2022,768
New Hampshire,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,11341
New Hampshire,Scenic and sightseeing transportation,     Business Establishments,2022,25
New Hampshire,Scenic and sightseeing transportation,Transportation Employees,2022,318
New Jersey,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,15781
New Jersey,Scenic and sightseeing transportation,     Business Establishments,2022,83
New Jersey,Scenic and sightseeing transportation,Transportation Employees,2022,406
New Mexico,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,28246
New Mexico,Scenic and sightseeing transportation,     Business Establishments,2022,16
New Mexico,Scenic and sightseeing transportation,Transportation Employees,2022,255
New York,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,84669
New York,Scenic and sightseeing transportation,     Business Establishments,2022,179
New York,Scenic and sightseeing transportation,Transportation Employees,2022,1846
North Carolina,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,11405
North Carolina,Scenic and sightseeing transportation,     Business Establishments,2022,88
North Carolina,Scenic and sightseeing transportation,Transportation Employees,2022,385
North Dakota,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,0
North Dakota,Scenic and sightseeing transportation,     Business Establishments,2022,2
North Dakota,Scenic and sightseeing transportation,Transportation Employees,2022,0
Ohio,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,6416
Ohio,Scenic and sightseeing transportation,     Business Establishments,2022,31
Ohio,Scenic and sightseeing transportation,Transportation Employees,2022,247
Oklahoma,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,2159
Oklahoma,Scenic and sightseeing transportation,     Business Establishments,2022,11
Oklahoma,Scenic and sightseeing transportation,Transportation Employees,2022,83
Oregon,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,10447
Oregon,Scenic and sightseeing transportation,     Business Establishments,2022,42
Oregon,Scenic and sightseeing transportation,Transportation Employees,2022,294
Pennsylvania,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,16416
Pennsylvania,Scenic and sightseeing transportation,     Business Establishments,2022,50
Pennsylvania,Scenic and sightseeing transportation,Transportation Employees,2022,611
Puerto Rico,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,6050
Puerto Rico,Scenic and sightseeing transportation,     Business Establishments,2022,26
Puerto Rico,Scenic and sightseeing transportation,Transportation Employees,2022,223
Rhode Island,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,7757
Rhode Island,Scenic and sightseeing transportation,     Business Establishments,2022,51
Rhode Island,Scenic and sightseeing transportation,Transportation Employees,2022,162
South Carolina,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,22263
South Carolina,Scenic and sightseeing transportation,     Business Establishments,2022,69
South Carolina,Scenic and sightseeing transportation,Transportation Employees,2022,593
South Dakota,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,3453
South Dakota,Scenic and sightseeing transportation,     Business Establishments,2022,13
South Dakota,Scenic and sightseeing transportation,Transportation Employees,2022,115
Tennessee,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,17730
Tennessee,Scenic and sightseeing transportation,     Business Establishments,2022,37
Tennessee,Scenic and sightseeing transportation,Transportation Employees,2022,490
Texas,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,27194
Texas,Scenic and sightseeing transportation,     Business Establishments,2022,122
Texas,Scenic and sightseeing transportation,Transportation Employees,2022,998
Utah,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,0
Utah,Scenic and sightseeing transportation,     Business Establishments,2022,22
Utah,Scenic and sightseeing transportation,Transportation Employees,2022,0
Vermont,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,1882
Vermont,Scenic and sightseeing transportation,     Business Establishments,2022,7
Vermont,Scenic and sightseeing transportation,Transportation Employees,2022,44
Virginia,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,0
Virginia,Scenic and sightseeing transportation,     Business Establishments,2022,36
Virginia,Scenic and sightseeing transportation,Transportation Employees,2022,0
Washington,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,26634
Washington,Scenic and sightseeing transportation,     Business Establishments,2022,88
Washington,Scenic and sightseeing transportation,Transportation Employees,2022,543
West Virginia,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,2774
West Virginia,Scenic and sightseeing transportation,     Business Establishments,2022,6
West Virginia,Scenic and sightseeing transportation,Transportation Employees,2022,111
Wisconsin,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,9652
Wisconsin,Scenic and sightseeing transportation,     Business Establishments,2022,33
Wisconsin,Scenic and sightseeing transportation,Transportation Employees,2022,385
Wyoming,Scenic and sightseeing transportation,     Annual Payroll (thousands),2022,0
Wyoming,Scenic and sightseeing transportation,     Business Establishments,2022,9
Wyoming,Scenic and sightseeing transportation,Transportation Employees,2022,0
Alabama,Support activities for transportation,     Annual Payroll (thousands),2022,635698
Alabama,Support activities for transportation,     Business Establishments,2022,842
Alabama,Support activities for transportation,Transportation Employees,2022,9567
Alaska,Support activities for transportation,     Annual Payroll (thousands),2022,169158
Alaska,Support activities for transportation,     Business Establishments,2022,215
Alaska,Support activities for transportation,Transportation Employees,2022,2847
Arizona,Support activities for transportation,     Annual Payroll (thousands),2022,974898
Arizona,Support activities for transportation,     Business Establishments,2022,1184
Arizona,Support activities for transportation,Transportation Employees,2022,15210
Arkansas,Support activities for transportation,     Annual Payroll (thousands),2022,382038
Arkansas,Support activities for transportation,     Business Establishments,2022,548
Arkansas,Support activities for transportation,Transportation Employees,2022,5893
California,Support activities for transportation,     Annual Payroll (thousands),2022,9090127
California,Support activities for transportation,     Business Establishments,2022,7327
California,Support activities for transportation,Transportation Employees,2022,112276
Colorado,Support activities for transportation,     Annual Payroll (thousands),2022,659190
Colorado,Support activities for transportation,     Business Establishments,2022,902
Colorado,Support activities for transportation,Transportation Employees,2022,10883
Connecticut,Support activities for transportation,     Annual Payroll (thousands),2022,350195
Connecticut,Support activities for transportation,     Business Establishments,2022,357
Connecticut,Support activities for transportation,Transportation Employees,2022,3635
Delaware,Support activities for transportation,     Annual Payroll (thousands),2022,167315
Delaware,Support activities for transportation,     Business Establishments,2022,202
Delaware,Support activities for transportation,Transportation Employees,2022,2185
District of Columbia,Support activities for transportation,     Annual Payroll (thousands),2022,35645
District of Columbia,Support activities for transportation,     Business Establishments,2022,68
District of Columbia,Support activities for transportation,Transportation Employees,2022,254
Florida,Support activities for transportation,     Annual Payroll (thousands),2022,4296408
Florida,Support activities for transportation,     Business Establishments,2022,5601
Florida,Support activities for transportation,Transportation Employees,2022,68734
Georgia,Support activities for transportation,     Annual Payroll (thousands),2022,2338084
Georgia,Support activities for transportation,     Business Establishments,2022,2084
Georgia,Support activities for transportation,Transportation Employees,2022,36631
Hawaii,Support activities for transportation,     Annual Payroll (thousands),2022,350221
Hawaii,Support activities for transportation,     Business Establishments,2022,318
Hawaii,Support activities for transportation,Transportation Employees,2022,4902
Idaho,Support activities for transportation,     Annual Payroll (thousands),2022,159151
Idaho,Support activities for transportation,     Business Establishments,2022,325
Idaho,Support activities for transportation,Transportation Employees,2022,2492
Illinois,Support activities for transportation,     Annual Payroll (thousands),2022,3133972
Illinois,Support activities for transportation,     Business Establishments,2022,2708
Illinois,Support activities for transportation,Transportation Employees,2022,41523
Indiana,Support activities for transportation,     Annual Payroll (thousands),2022,749542
Indiana,Support activities for transportation,     Business Establishments,2022,889
Indiana,Support activities for transportation,Transportation Employees,2022,11276
Iowa,Support activities for transportation,     Annual Payroll (thousands),2022,301777
Iowa,Support activities for transportation,     Business Establishments,2022,390
Iowa,Support activities for transportation,Transportation Employees,2022,4698
Kansas,Support activities for transportation,     Annual Payroll (thousands),2022,548952
Kansas,Support activities for transportation,     Business Establishments,2022,454
Kansas,Support activities for transportation,Transportation Employees,2022,7201
Kentucky,Support activities for transportation,     Annual Payroll (thousands),2022,975679
Kentucky,Support activities for transportation,     Business Establishments,2022,667
Kentucky,Support activities for transportation,Transportation Employees,2022,11943
Louisiana,Support activities for transportation,     Annual Payroll (thousands),2022,1495392
Louisiana,Support activities for transportation,     Business Establishments,2022,1041
Louisiana,Support activities for transportation,Transportation Employees,2022,19344
Maine,Support activities for transportation,     Annual Payroll (thousands),2022,78973
Maine,Support activities for transportation,     Business Establishments,2022,204
Maine,Support activities for transportation,Transportation Employees,2022,1593
Maryland,Support activities for transportation,     Annual Payroll (thousands),2022,832684
Maryland,Support activities for transportation,     Business Establishments,2022,761
Maryland,Support activities for transportation,Transportation Employees,2022,13648
Massachusetts,Support activities for transportation,     Annual Payroll (thousands),2022,620299
Massachusetts,Support activities for transportation,     Business Establishments,2022,836
Massachusetts,Support activities for transportation,Transportation Employees,2022,8878
Michigan,Support activities for transportation,     Annual Payroll (thousands),2022,1164027
Michigan,Support activities for transportation,     Business Establishments,2022,1236
Michigan,Support activities for transportation,Transportation Employees,2022,17603
Minnesota,Support activities for transportation,     Annual Payroll (thousands),2022,608490
Minnesota,Support activities for transportation,     Business Establishments,2022,678
Minnesota,Support activities for transportation,Transportation Employees,2022,8165
Mississippi,Support activities for transportation,     Annual Payroll (thousands),2022,325395
Mississippi,Support activities for transportation,     Business Establishments,2022,488
Mississippi,Support activities for transportation,Transportation Employees,2022,5240
Missouri,Support activities for transportation,     Annual Payroll (thousands),2022,906403
Missouri,Support activities for transportation,     Business Establishments,2022,1001
Missouri,Support activities for transportation,Transportation Employees,2022,14335
Montana,Support activities for transportation,     Annual Payroll (thousands),2022,109986
Montana,Support activities for transportation,     Business Establishments,2022,299
Montana,Support activities for transportation,Transportation Employees,2022,2079
Nebraska,Support activities for transportation,     Annual Payroll (thousands),2022,284430
Nebraska,Support activities for transportation,     Business Establishments,2022,306
Nebraska,Support activities for transportation,Transportation Employees,2022,4229
Nevada,Support activities for transportation,     Annual Payroll (thousands),2022,616735
Nevada,Support activities for transportation,     Business Establishments,2022,500
Nevada,Support activities for transportation,Transportation Employees,2022,9354
New Hampshire,Support activities for transportation,     Annual Payroll (thousands),2022,106693
New Hampshire,Support activities for transportation,     Business Establishments,2022,171
New Hampshire,Support activities for transportation,Transportation Employees,2022,1537
New Jersey,Support activities for transportation,     Annual Payroll (thousands),2022,2683352
New Jersey,Support activities for transportation,     Business Establishments,2022,1540
New Jersey,Support activities for transportation,Transportation Employees,2022,28073
New Mexico,Support activities for transportation,     Annual Payroll (thousands),2022,130683
New Mexico,Support activities for transportation,     Business Establishments,2022,254
New Mexico,Support activities for transportation,Transportation Employees,2022,2186
New York,Support activities for transportation,     Annual Payroll (thousands),2022,2416895
New York,Support activities for transportation,     Business Establishments,2022,2355
New York,Support activities for transportation,Transportation Employees,2022,31884
North Carolina,Support activities for transportation,     Annual Payroll (thousands),2022,1234787
North Carolina,Support activities for transportation,     Business Establishments,2022,1442
North Carolina,Support activities for transportation,Transportation Employees,2022,19237
North Dakota,Support activities for transportation,     Annual Payroll (thousands),2022,112517
North Dakota,Support activities for transportation,     Business Establishments,2022,208
North Dakota,Support activities for transportation,Transportation Employees,2022,1841
Ohio,Support activities for transportation,     Annual Payroll (thousands),2022,1587974
Ohio,Support activities for transportation,     Business Establishments,2022,1442
Ohio,Support activities for transportation,Transportation Employees,2022,23270
Oklahoma,Support activities for transportation,     Annual Payroll (thousands),2022,458756
Oklahoma,Support activities for transportation,     Business Establishments,2022,664
Oklahoma,Support activities for transportation,Transportation Employees,2022,6923
Oregon,Support activities for transportation,     Annual Payroll (thousands),2022,536977
Oregon,Support activities for transportation,     Business Establishments,2022,715
Oregon,Support activities for transportation,Transportation Employees,2022,8526
Pennsylvania,Support activities for transportation,     Annual Payroll (thousands),2022,1190005
Pennsylvania,Support activities for transportation,     Business Establishments,2022,1282
Pennsylvania,Support activities for transportation,Transportation Employees,2022,18243
Puerto Rico,Support activities for transportation,     Annual Payroll (thousands),2022,201054
Puerto Rico,Support activities for transportation,     Business Establishments,2022,172
Puerto Rico,Support activities for transportation,Transportation Employees,2022,5747
Rhode Island,Support activities for transportation,     Annual Payroll (thousands),2022,68364
Rhode Island,Support activities for transportation,     Business Establishments,2022,145
Rhode Island,Support activities for transportation,Transportation Employees,2022,1245
South Carolina,Support activities for transportation,     Annual Payroll (thousands),2022,743398
South Carolina,Support activities for transportation,     Business Establishments,2022,801
South Carolina,Support activities for transportation,Transportation Employees,2022,11832
South Dakota,Support activities for transportation,     Annual Payroll (thousands),2022,59328
South Dakota,Support activities for transportation,     Business Establishments,2022,146
South Dakota,Support activities for transportation,Transportation Employees,2022,1090
Tennessee,Support activities for transportation,     Annual Payroll (thousands),2022,1437963
Tennessee,Support activities for transportation,     Business Establishments,2022,1142
Tennessee,Support activities for transportation,Transportation Employees,2022,20025
Texas,Support activities for transportation,     Annual Payroll (thousands),2022,6509570
Texas,Support activities for transportation,     Business Establishments,2022,5656
Texas,Support activities for transportation,Transportation Employees,2022,95482
Utah,Support activities for transportation,     Annual Payroll (thousands),2022,401884
Utah,Support activities for transportation,     Business Establishments,2022,558
Utah,Support activities for transportation,Transportation Employees,2022,6839
Vermont,Support activities for transportation,     Annual Payroll (thousands),2022,39274
Vermont,Support activities for transportation,     Business Establishments,2022,76
Vermont,Support activities for transportation,Transportation Employees,2022,550
Virginia,Support activities for transportation,     Annual Payroll (thousands),2022,1239512
Virginia,Support activities for transportation,     Business Establishments,2022,1246
Virginia,Support activities for transportation,Transportation Employees,2022,18378
Washington,Support activities for transportation,     Annual Payroll (thousands),2022,1819313
Washington,Support activities for transportation,     Business Establishments,2022,1240
Washington,Support activities for transportation,Transportation Employees,2022,19664
West Virginia,Support activities for transportation,     Annual Payroll (thousands),2022,167306
West Virginia,Support activities for transportation,     Business Establishments,2022,243
West Virginia,Support activities for transportation,Transportation Employees,2022,2619
Wisconsin,Support activities for transportation,     Annual Payroll (thousands),2022,396239
Wisconsin,Support activities for transportation,     Business Establishments,2022,593
Wisconsin,Support activities for transportation,Transportation Employees,2022,6654
Wyoming,Support activities for transportation,     Annual Payroll (thousands),2022,99212
Wyoming,Support activities for transportation,     Business Establishments,2022,161
Wyoming,Support activities for transportation,Transportation Employees,2022,1485
Alabama,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,61920
Alabama,Transit and ground passenger transportation,     Business Establishments,2022,160
Alabama,Transit and ground passenger transportation,Transportation Employees,2022,1833
Alaska,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,43751
Alaska,Transit and ground passenger transportation,     Business Establishments,2022,67
Alaska,Transit and ground passenger transportation,Transportation Employees,2022,1195
Arizona,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,419696
Arizona,Transit and ground passenger transportation,     Business Establishments,2022,323
Arizona,Transit and ground passenger transportation,Transportation Employees,2022,8407
Arkansas,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,46874
Arkansas,Transit and ground passenger transportation,     Business Establishments,2022,116
Arkansas,Transit and ground passenger transportation,Transportation Employees,2022,1436
California,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,4874256
California,Transit and ground passenger transportation,     Business Establishments,2022,2053
California,Transit and ground passenger transportation,Transportation Employees,2022,46286
Colorado,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,241605
Colorado,Transit and ground passenger transportation,     Business Establishments,2022,277
Colorado,Transit and ground passenger transportation,Transportation Employees,2022,4960
Connecticut,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,551461
Connecticut,Transit and ground passenger transportation,     Business Establishments,2022,373
Connecticut,Transit and ground passenger transportation,Transportation Employees,2022,12513
Delaware,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,53231
Delaware,Transit and ground passenger transportation,     Business Establishments,2022,164
Delaware,Transit and ground passenger transportation,Transportation Employees,2022,1801
District of Columbia,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,46492
District of Columbia,Transit and ground passenger transportation,     Business Establishments,2022,76
District of Columbia,Transit and ground passenger transportation,Transportation Employees,2022,730
Florida,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,602877
Florida,Transit and ground passenger transportation,     Business Establishments,2022,1387
Florida,Transit and ground passenger transportation,Transportation Employees,2022,13871
Georgia,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,245737
Georgia,Transit and ground passenger transportation,     Business Establishments,2022,472
Georgia,Transit and ground passenger transportation,Transportation Employees,2022,5633
Hawaii,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,93404
Hawaii,Transit and ground passenger transportation,     Business Establishments,2022,138
Hawaii,Transit and ground passenger transportation,Transportation Employees,2022,3773
Idaho,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,60292
Idaho,Transit and ground passenger transportation,     Business Establishments,2022,113
Idaho,Transit and ground passenger transportation,Transportation Employees,2022,2021
Illinois,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,743724
Illinois,Transit and ground passenger transportation,     Business Establishments,2022,1003
Illinois,Transit and ground passenger transportation,Transportation Employees,2022,20728
Indiana,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,125078
Indiana,Transit and ground passenger transportation,     Business Establishments,2022,279
Indiana,Transit and ground passenger transportation,Transportation Employees,2022,3552
Iowa,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,67505
Iowa,Transit and ground passenger transportation,     Business Establishments,2022,145
Iowa,Transit and ground passenger transportation,Transportation Employees,2022,2329
Kansas,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,107624
Kansas,Transit and ground passenger transportation,     Business Establishments,2022,124
Kansas,Transit and ground passenger transportation,Transportation Employees,2022,3522
Kentucky,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,76648
Kentucky,Transit and ground passenger transportation,     Business Establishments,2022,187
Kentucky,Transit and ground passenger transportation,Transportation Employees,2022,2292
Louisiana,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,124482
Louisiana,Transit and ground passenger transportation,     Business Establishments,2022,292
Louisiana,Transit and ground passenger transportation,Transportation Employees,2022,3662
Maine,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,45999
Maine,Transit and ground passenger transportation,     Business Establishments,2022,107
Maine,Transit and ground passenger transportation,Transportation Employees,2022,1402
Maryland,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,442750
Maryland,Transit and ground passenger transportation,     Business Establishments,2022,633
Maryland,Transit and ground passenger transportation,Transportation Employees,2022,10122
Massachusetts,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,875528
Massachusetts,Transit and ground passenger transportation,     Business Establishments,2022,881
Massachusetts,Transit and ground passenger transportation,Transportation Employees,2022,20909
Michigan,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,336735
Michigan,Transit and ground passenger transportation,     Business Establishments,2022,465
Michigan,Transit and ground passenger transportation,Transportation Employees,2022,8760
Minnesota,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,452638
Minnesota,Transit and ground passenger transportation,     Business Establishments,2022,556
